relative_error,phase1,phase2,phase3,u_r,u_alpha,chain_contains
0.001,4.71238898038469,3.141592653589793,3.141592653589793,0.2810258235207312,0.119930153488559,1
0.001,4.71238898038469,3.141592653589793,4.71238898038469,0.7404205900221397,0.5149958486916208,1
0.001,4.71238898038469,4.71238898038469,0.0,0.6112505477801132,0.09252790050303741,1
0.001,4.71238898038469,4.71238898038469,1.5707963267948966,0.7770918632630759,0.48481029904233336,1
0.001,4.71238898038469,4.71238898038469,3.141592653589793,0.49717738026222014,0.30737424594772517,1
0.001,4.71238898038469,4.71238898038469,4.71238898038469,0.12637140468206456,0.08524232011908192,1
0.005,0.0,0.0,0.0,0.12477769446437054,0.020549394970545476,1
0.005,0.0,0.0,1.5707963267948966,0.6008399969438974,0.40418124686515344,1
0.005,0.0,0.0,3.141592653589793,0.7664984373811725,0.22886973277165734,1
0.005,0.0,0.0,4.71238898038469,0.49295688283989547,0.15642397545589037,1
0.005,0.0,1.5707963267948966,0.0,0.5963186302698985,0.4081617280884146,1
0.005,0.0,1.5707963267948966,1.5707963267948966,0.12907497681575533,0.012403489066698315,1
0.005,0.0,1.5707963267948966,3.141592653589793,0.7431474833783293,0.19406902335011872,1
0.005,0.0,1.5707963267948966,4.71238898038469,0.9478778311217891,0.5915436212684545,1
0.005,0.0,3.141592653589793,0.0,0.9383275291368213,0.4084502854327398,1
0.005,0.0,3.141592653589793,1.5707963267948966,0.4800232101277734,0.010185229410901147,1
0.005,0.0,3.141592653589793,3.141592653589793,0.2815815268869638,0.18810135610112183,1
0.005,0.0,3.141592653589793,4.71238898038469,0.8546996836831467,0.5880380869077767,1
0.005,0.0,4.71238898038469,0.0,0.7302908151193039,0.019260395133522085,1
0.005,0.0,4.71238898038469,1.5707963267948966,0.7560480191565131,0.4053987792976027,1
0.005,0.0,4.71238898038469,3.141592653589793,0.34805479171639164,0.23376178459345628,1
0.005,0.0,4.71238898038469,4.71238898038469,0.27887428077078413,0.15399481462602627,1
0.005,1.5707963267948966,0.0,0.0,0.2767449682621536,0.11721282937158786,1
0.005,1.5707963267948966,0.0,1.5707963267948966,0.7242878499807671,0.4899398792518667,1
0.005,1.5707963267948966,0.0,3.141592653589793,0.7560525686166901,0.32539853330881935,1
0.005,1.5707963267948966,0.0,4.71238898038469,0.349487723140733,0.05699837281274872,1
0.005,1.5707963267948966,1.5707963267948966,0.0,0.49458353366317276,0.30864986474275763,1
0.005,1.5707963267948966,1.5707963267948966,1.5707963267948966,0.1250546134000483,0.08419784687915224,1
0.005,1.5707963267948966,1.5707963267948966,3.141592653589793,0.6057007120561413,0.09469021986667887,1
0.005,1.5707963267948966,1.5707963267948966,4.71238898038469,0.7750156745250508,0.4892306588280211,1
0.005,1.5707963267948966,3.141592653589793,0.0,0.9431669814497042,0.31063240331446373,1
0.005,1.5707963267948966,3.141592653589793,1.5707963267948966,0.590460228048883,0.08475617048628653,1
0.005,1.5707963267948966,3.141592653589793,3.141592653589793,0.1311341905233143,0.09040786133298645,1
0.005,1.5707963267948966,3.141592653589793,4.71238898038469,0.7462259965429113,0.48744448429197096,1
0.005,1.5707963267948966,4.71238898038469,0.0,0.8441600965500088,0.11426240022120322,1
