order,damping,harmonic,triple,nu1,nu2,nu3,common_factor_abs,common_factor_phase,order_error,damping_error,morphology_error,invariant_imag_abs,pass
0.5,0.2,1,0-2-4,0.7,1.4,2.6,1.0,0.0,1.0325074129013956e-13,1.869060461956451e-13,3.304435739052679e-13,2.888232044284913e-16,1
0.5,0.2,1,0-2-4,0.7,1.4,2.6,3.2,0.63,1.0325074129013956e-13,1.8621215680525438e-13,1.0556108877588957e-12,6.046373629485321e-16,1
0.5,0.2,1,0-3-4,0.7,1.9,2.6,1.0,0.0,3.306244167333716e-13,6.414035969015686e-13,1.114400815894577e-12,3.6952227413295763e-16,1
0.5,0.2,1,0-3-4,0.7,1.9,2.6,3.2,0.63,3.306244167333716e-13,6.42041975140728e-13,3.568300601834583e-12,1.9339423733681848e-16,1
0.5,0.2,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.241229341530925e-13,2.4447111002245947e-13,4.1773335972935147e-13,1.5478889261707354e-15,1
0.5,0.2,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.241229341530925e-13,2.4408253196384067e-13,1.3371796194986075e-12,1.1436813012742642e-15,1
0.5,0.2,1,1-2-4,1.0,1.4,2.6,1.0,0.0,1.0436096431476471e-14,2.020605904817785e-14,3.556822597337778e-14,1.4568366363959862e-15,1
0.5,0.2,1,1-2-4,1.0,1.4,2.6,3.2,0.63,1.0436096431476471e-14,1.9761969838327786e-14,1.1449774782598111e-13,2.8592032531856607e-15,1
0.5,0.2,1,1-3-4,1.0,1.9,2.6,1.0,0.0,3.306244167333716e-13,7.005229729628581e-13,1.1662383037139498e-12,4.408566978504232e-16,1
0.5,0.2,1,1-3-4,1.0,1.9,2.6,3.2,0.63,3.306244167333716e-13,7.027434190121085e-13,3.737134960682845e-12,4.845288544970394e-16,1
0.5,0.2,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.241229341530925e-13,2.8763103010476243e-13,4.588322887413034e-13,1.7948092667151136e-15,1
0.5,0.2,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.241229341530925e-13,2.8324564915749306e-13,1.457179676344762e-12,4.025727969009282e-16,1
0.5,0.2,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.241229341530925e-13,2.895184092466252e-13,4.674640155929709e-13,1.5080860389639719e-16,1
0.5,0.2,2,0-1-2,1.4,2.0,2.8,3.2,0.63,1.241229341530925e-13,2.8918534233923765e-13,1.4939763643124032e-12,0.0,1
0.5,0.2,2,0-1-3,1.4,2.0,3.8,1.0,0.0,1.0436096431476471e-14,2.5701663020072374e-14,4.08412708694881e-14,2.262129058445958e-16,1
0.5,0.2,2,0-1-3,1.4,2.0,3.8,3.2,0.63,1.0436096431476471e-14,2.5229818234606682e-14,1.292505605011652e-13,4.291873305159736e-16,1
0.5,0.2,2,0-1-4,1.4,2.0,5.2,1.0,0.0,1.0436096431476471e-14,2.5701663020072374e-14,4.08412708694881e-14,3.0161720779279437e-16,1
0.5,0.2,2,0-1-4,1.4,2.0,5.2,3.2,0.63,1.0436096431476471e-14,2.5229818234606682e-14,1.292505605011652e-13,4.291873305159736e-16,1
0.5,0.2,2,0-2-3,1.4,2.8,3.8,1.0,0.0,3.306244167333716e-13,8.325007350151736e-13,1.308731471231989e-12,3.553982376346673e-17,1
0.5,0.2,2,0-2-3,1.4,2.8,3.8,3.2,0.63,3.306244167333716e-13,8.33444424586105e-13,4.1912642269132826e-12,2.022860989884789e-16,1
0.5,0.2,2,0-2-4,1.4,2.8,5.2,1.0,0.0,1.241229341530925e-13,3.130273817930629e-13,4.917610791605898e-13,0.0,1
0.5,0.2,2,0-2-4,1.4,2.8,5.2,3.2,0.63,1.0325074129013956e-13,2.606248550307555e-13,1.3105107382910327e-12,2.022860989884789e-16,1
0.5,0.2,2,0-3-4,1.4,3.8,5.2,1.0,0.0,3.306244167333716e-13,8.928968675547821e-13,1.3730964266054053e-12,0.0,1
0.5,0.2,2,0-3-4,1.4,3.8,5.2,3.2,0.63,3.306244167333716e-13,8.928968675547821e-13,4.3947168335392014e-12,3.8820921334013296e-16,1
0.5,0.2,2,1-2-3,2.0,2.8,3.8,1.0,0.0,1.241229341530925e-13,3.4111602431607935e-13,5.142369447728144e-13,6.722414852209444e-17,1
0.5,0.2,2,1-2-3,2.0,2.8,3.8,3.2,0.63,1.241229341530925e-13,3.3958946765721976e-13,1.6413038549354792e-12,2.8697055842610654e-16,1
0.5,0.2,2,1-2-4,2.0,2.8,5.2,1.0,0.0,1.0436096431476471e-14,2.7977620220553945e-14,4.2656265444818774e-14,1.3444829704418888e-16,1
0.5,0.2,2,1-2-4,2.0,2.8,5.2,3.2,0.63,1.0436096431476471e-14,2.6367796834847468e-14,1.31465595789521e-13,5.739411168522131e-16,1
0.5,0.2,2,1-3-4,2.0,3.8,5.2,1.0,0.0,3.306244167333716e-13,9.741096818061123e-13,1.4306968171334414e-12,3.254856764895527e-17,1
0.5,0.2,2,1-3-4,2.0,3.8,5.2,3.2,0.63,3.306244167333716e-13,9.738043704743404e-13,4.577792402381526e-12,4.631510570501149e-16,1
0.5,0.2,2,2-3-4,2.8,3.8,5.2,1.0,0.0,1.241229341530925e-13,3.9429570719562435e-13,5.574778716642284e-13,0.0,1
0.5,0.2,2,2-3-4,2.8,3.8,5.2,3.2,0.63,1.241229341530925e-13,3.968214645766466e-13,1.7888385238884935e-12,1.0774707040511053e-15,1
0.5,0.8,1,0-1-2,0.7,1.0,1.4,1.0,0.0,1.241229341530925e-13,3.4305891460917337e-13,3.0497249039724456e-13,2.739539753985738e-15,1
0.5,0.8,1,0-1-2,0.7,1.0,1.4,3.2,0.63,1.241229341530925e-13,3.4006131244268545e-13,9.725940998685281e-13,1.7313756867501514e-15,1
0.5,0.8,1,0-1-3,0.7,1.0,1.9,1.0,0.0,1.0436096431476471e-14,3.0753177782116836e-14,2.599595272703113e-14,3.172098662509802e-15,1
0.5,0.8,1,0-1-3,0.7,1.0,1.9,3.2,0.63,1.0436096431476471e-14,2.7422508708241367e-14,7.950313203316809e-14,1.8525719848226618e-15,1
0.5,0.8,1,0-1-4,0.7,1.0,2.6,1.0,0.0,1.0436096431476471e-14,3.0753177782116836e-14,2.599595272703113e-14,4.03721647955793e-15,1
0.5,0.8,1,0-1-4,0.7,1.0,2.6,3.2,0.63,1.0436096431476471e-14,2.7422508708241367e-14,7.950313203316809e-14,1.315845521930115e-15,1
0.5,0.8,1,0-2-3,0.7,1.4,1.9,1.0,0.0,3.306244167333716e-13,9.960920976936904e-13,8.604948735033429e-13,5.436672083359835e-16,1
0.5,0.8,1,0-2-3,0.7,1.4,1.9,3.2,0.63,3.306244167333716e-13,9.95759030786303e-13,2.752146991442177e-12,4.080190730876562e-16,1
0.5,0.8,1,0-2-4,0.7,1.4,2.6,1.0,0.0,1.0325074129013956e-13,3.1175062531474396e-13,2.688565934799547e-13,1.087334416671967e-15,1
0.5,0.8,1,0-2-4,0.7,1.4,2.6,3.2,0.63,1.0325074129013956e-13,3.1175062531474396e-13,8.591472478985659e-13,1.2077364563394624e-15,1
0.5,0.8,1,0-3-4,0.7,1.9,2.6,1.0,0.0,3.306244167333716e-13,1.0755840662568517e-12,9.074804240955537e-13,1.7389283488609776e-16,1
0.5,0.8,1,0-3-4,0.7,1.9,2.6,3.2,0.63,3.306244167333716e-13,1.0765832669790143e-12,2.9046283756845963e-12,4.071773462203075e-16,1
0.5,0.8,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.241229341530925e-13,4.0234482412415673e-13,3.3877241751467675e-13,2.1852549545939816e-15,1
0.5,0.8,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.241229341530925e-13,4.063416270128073e-13,1.09040044410362e-12,1.5589847772548726e-15,1
0.5,0.8,1,1-2-4,1.0,1.4,2.6,1.0,0.0,1.0436096431476471e-14,2.9753977059954195e-14,2.7958352648335163e-14,4.370509909187963e-15,1
0.5,0.8,1,1-2-4,1.0,1.4,2.6,3.2,0.63,1.0436096431476471e-14,3.375077994860476e-14,9.496658517046518e-14,4.0132281394679885e-15,1
0.5,0.8,1,1-3-4,1.0,1.9,2.6,1.0,0.0,3.306244167333716e-13,1.166955421183502e-12,9.500273345506457e-13,3.734315558262413e-16,1
0.5,0.8,1,1-3-4,1.0,1.9,2.6,3.2,0.63,3.306244167333716e-13,1.1676215549982771e-12,3.0416508028179492e-12,7.174610111299929e-16,1
0.5,0.8,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.241229341530925e-13,4.718447854656915e-13,3.724426982779165e-13,3.6197833950556957e-16,1
0.5,0.8,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.241229341530925e-13,4.667377595524158e-13,1.1852249324560835e-12,5.505696076163524e-16,1
0.5,0.8,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.241229341530925e-13,4.787281682183675e-13,3.804515785712798e-13,1.5701087323974193e-15,1
0.5,0.8,2,0-1-2,1.4,2.0,2.8,3.2,0.63,1.241229341530925e-13,4.760636329592671e-13,1.2132011872297286e-12,8.759163918844272e-16,1
0.5,0.8,2,0-1-3,1.4,2.0,3.8,1.0,0.0,1.0436096431476471e-14,4.340972026284362e-14,3.32965121390608e-14,1.5701087323974193e-15,1
0.5,0.8,2,0-1-3,1.4,2.0,3.8,3.2,0.63,1.0436096431476471e-14,4.0745185003743245e-14,1.0183595963735858e-13,1.3625366095979977e-15,1
0.5,0.8,2,0-1-4,1.4,2.0,5.2,1.0,0.0,1.0436096431476471e-14,4.340972026284362e-14,3.32965121390608e-14,2.915916217309493e-15,1
0.5,0.8,2,0-1-4,1.4,2.0,5.2,3.2,0.63,1.0436096431476471e-14,4.0745185003743245e-14,1.0183595963735858e-13,1.3625366095979977e-15,1
0.5,0.8,2,0-2-3,1.4,2.8,3.8,1.0,0.0,3.306244167333716e-13,1.3683498778505054e-12,1.0650880075309414e-12,4.228738466954463e-16,1
0.5,0.8,2,0-2-3,1.4,2.8,3.8,3.2,0.63,3.306244167333716e-13,1.3677947663381929e-12,3.408163299214942e-12,0.0,1
0.5,0.8,2,0-2-4,1.4,2.8,5.2,1.0,0.0,1.241229341530925e-13,5.144773496112975e-13,4.003952036342323e-13,3.171553850215847e-16,1
0.5,0.8,2,0-2-4,1.4,2.8,5.2,3.2,0.63,1.241229341530925e-13,5.146993942162226e-13,1.281568154343999e-12,2.752266859653874e-16,1
0.5,0.8,2,0-3-4,1.4,3.8,5.2,1.0,0.0,3.306244167333716e-13,1.4643841694805815e-12,1.118039436199216e-12,2.028853245337255e-16,1
0.5,0.8,2,0-3-4,1.4,3.8,5.2,3.2,0.63,3.306244167333716e-13,1.4639400802707314e-12,3.576308971293505e-12,1.7606340027500744e-16,1
0.5,0.8,2,1-2-3,2.0,2.8,3.8,1.0,0.0,1.241229341530925e-13,5.527800439608654e-13,4.184549767287323e-13,1.4997612853379943e-15,1
0.5,0.8,2,1-2-3,2.0,2.8,3.8,3.2,0.63,1.241229341530925e-13,5.571099137569036e-13,1.3444973732187573e-12,4.3382975432759674e-16,1
0.5,0.8,2,1-2-4,2.0,2.8,5.2,1.0,0.0,1.0436096431476471e-14,4.3853809472693683e-14,3.4769838412089934e-14,1.9996817137839925e-15,1
0.5,0.8,2,1-2-4,2.0,2.8,5.2,3.2,0.63,1.0436096431476471e-14,4.796163466380676e-14,1.1643778573805376e-13,1.475021164713829e-15,1
0.5,0.8,2,1-3-4,2.0,3.8,5.2,1.0,0.0,3.306244167333716e-13,1.5776269179923474e-12,1.1651646562153858e-12,1.936410559847707e-16,1
0.5,0.8,2,1-3-4,2.0,3.8,5.2,3.2,0.63,3.306244167333716e-13,1.5756285165480222e-12,3.725035361206075e-12,3.7809280371914063e-16,1
0.5,0.8,2,2-3-4,2.8,3.8,5.2,1.0,0.0,1.241229341530925e-13,6.288303211476887e-13,4.5204127578231777e-13,1.1262122894309558e-15,1
0.5,0.8,2,2-3-4,2.8,3.8,5.2,3.2,0.63,1.241229341530925e-13,6.280531650304511e-13,1.4478870131676128e-12,4.886621680607415e-16,1
0.5,0.8,1,0-1-2,0.7,1.0,1.4,1.0,0.0,1.241229341530925e-13,3.4094949086238557e-13,3.745963559743926e-13,4.0852785805050495e-16,1
0.5,0.8,1,0-1-2,0.7,1.0,1.4,3.2,0.63,1.241229341530925e-13,3.4006131244268545e-13,1.1885948977864385e-12,3.608015258595308e-15,1
0.5,0.8,1,0-1-3,0.7,1.0,1.9,1.0,0.0,1.0436096431476471e-14,2.842170943040401e-14,3.188950163365738e-14,1.0213196451262624e-15,1
0.5,0.8,1,0-1-3,0.7,1.0,1.9,3.2,0.63,1.0436096431476471e-14,2.7644553313166398e-14,9.17151739690779e-14,6.7349618160445754e-15,1
0.5,0.8,1,0-1-4,0.7,1.0,2.6,1.0,0.0,1.0436096431476471e-14,2.842170943040401e-14,3.188950163365738e-14,2.0426392902525248e-15,1
0.5,0.8,1,0-1-4,0.7,1.0,2.6,3.2,0.63,1.0436096431476471e-14,2.7644553313166398e-14,9.17151739690779e-14,7.697099218336658e-15,1
0.5,0.8,1,0-2-3,0.7,1.4,1.9,1.0,0.0,3.306244167333716e-13,9.935385847370526e-13,1.055840547440168e-12,1.9254880295232726e-16,1
0.5,0.8,1,0-2-3,0.7,1.4,1.9,3.2,0.63,3.306244167333716e-13,9.952039192739903e-13,3.3829204098918742e-12,6.046373629485322e-16,1
0.5,0.8,1,0-2-4,0.7,1.4,2.6,1.0,0.0,1.241229341530925e-13,3.7470027081099033e-13,3.97880651975133e-13,4.813720073808182e-16,1
0.5,0.8,1,0-2-4,0.7,1.4,2.6,3.2,0.63,1.0325074129013956e-13,3.1108449149996886e-13,1.0574901992244718e-12,0.0,1
0.5,0.8,1,0-3-4,0.7,1.9,2.6,1.0,0.0,3.306244167333716e-13,1.074584865534689e-12,1.1143969059624522e-12,1.2317409137765253e-16,1
0.5,0.8,1,0-3-4,0.7,1.9,2.6,3.2,0.63,3.306244167333716e-13,1.0759171331642392e-12,3.5681803697272927e-12,5.801827120104554e-16,1
0.5,0.8,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.241229341530925e-13,4.100053629940703e-13,4.1929061149897143e-13,9.105228977474896e-17,1
0.5,0.8,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.241229341530925e-13,4.0745185003743245e-13,1.3418985866617263e-12,5.718406506371316e-16,1
0.5,0.8,1,1-2-4,1.0,1.4,2.6,1.0,0.0,1.0436096431476471e-14,3.752553823233029e-14,3.734922924794131e-14,5.463137386484937e-16,1
0.5,0.8,1,1-2-4,1.0,1.4,2.6,3.2,0.63,1.0436096431476471e-14,3.47499806707674e-14,1.1875235271770407e-13,3.716964229141355e-15,1
0.5,0.8,1,1-3-4,1.0,1.9,2.6,1.0,0.0,3.306244167333716e-13,1.1646239528317892e-12,1.1667426099127097e-12,1.7634267914016933e-16,1
0.5,0.8,1,1-3-4,1.0,1.9,2.6,3.2,0.63,3.306244167333716e-13,1.166511331973652e-12,3.732611423758731e-12,1.3151497479205342e-15,1
0.5,0.8,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.241229341530925e-13,4.685141163918161e-13,4.563228000892112e-13,3.418684317552606e-16,1
0.5,0.8,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.241229341530925e-13,4.68070027181966e-13,1.463128801603992e-12,2.2812458491052587e-15,1
0.5,0.8,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.241229341530925e-13,4.773959005888173e-13,4.669456687929028e-13,1.1687666801970784e-15,1
0.5,0.8,2,0-1-2,1.4,2.0,2.8,3.2,0.63,1.241229341530925e-13,4.776179451937423e-13,1.4972090825549648e-12,5.364841631449668e-16,1
0.5,0.8,2,0-1-3,1.4,2.0,3.8,1.0,0.0,1.0436096431476471e-14,4.241051954068098e-14,4.053272064315335e-14,9.048516233783832e-16,1
0.5,0.8,2,0-1-3,1.4,2.0,3.8,3.2,0.63,1.0436096431476471e-14,4.241051954068098e-14,1.3242740982345227e-13,4.291873305159734e-16,1
0.5,0.8,2,0-1-4,1.4,2.0,5.2,1.0,0.0,1.0436096431476471e-14,4.241051954068098e-14,4.053272064315335e-14,1.2064688311711777e-15,1
0.5,0.8,2,0-1-4,1.4,2.0,5.2,3.2,0.63,1.0436096431476471e-14,4.241051954068098e-14,1.3242740982345227e-13,8.583746610319468e-16,1
0.5,0.8,2,0-2-3,1.4,2.8,3.8,1.0,0.0,3.306244167333716e-13,1.368460900152968e-12,1.3085097799677712e-12,4.264778851616007e-16,1
0.5,0.8,2,0-2-3,1.4,2.8,3.8,3.2,0.63,3.306244167333716e-13,1.3667955656160302e-12,4.183798102554117e-12,2.0228609898847854e-16,1
0.5,0.8,2,0-2-4,1.4,2.8,5.2,1.0,0.0,1.241229341530925e-13,5.14366327308835e-13,4.921707700582754e-13,6.752566515058678e-16,1
0.5,0.8,2,0-2-4,1.4,2.8,5.2,3.2,0.63,1.241229341530925e-13,5.160316618457728e-13,1.5777115301875192e-12,2.0228609898847854e-16,1
0.5,0.8,2,0-3-4,1.4,3.8,5.2,1.0,0.0,3.306244167333716e-13,1.4639400802707314e-12,1.373288780525803e-12,2.273494009137391e-17,1
0.5,0.8,2,0-3-4,1.4,3.8,5.2,3.2,0.63,3.306244167333716e-13,1.464717236387969e-12,4.394558055453094e-12,0.0,1
0.5,0.8,2,1-2-3,2.0,2.8,3.8,1.0,0.0,1.241229341530925e-13,5.537792446830281e-13,5.146741645220133e-13,1.3444829704418885e-15,1
0.5,0.8,2,1-2-3,2.0,2.8,3.8,3.2,0.63,1.241229341530925e-13,5.573319583618286e-13,1.651090297556312e-12,6.695979696609133e-16,1
0.5,0.8,2,1-2-4,2.0,2.8,5.2,1.0,0.0,1.0436096431476471e-14,4.4853010194856324e-14,4.3196236940643553e-14,2.4200693467953993e-15,1
0.5,0.8,2,1-2-4,2.0,2.8,5.2,3.2,0.63,1.0436096431476471e-14,4.8405723873656825e-14,1.4217947963945997e-13,9.56568528087019e-16,1
0.5,0.8,2,1-3-4,2.0,3.8,5.2,1.0,0.0,3.306244167333716e-13,1.5765166949677223e-12,1.430887858346376e-12,9.764570294686587e-17,1
0.5,0.8,2,1-3-4,2.0,3.8,5.2,3.2,0.63,3.306244167333716e-13,1.5780710072021975e-12,4.5815029176920494e-12,9.263021141002312e-17,1
0.5,0.8,2,2-3-4,2.8,3.8,5.2,1.0,0.0,1.241229341530925e-13,6.292744103575387e-13,5.559883511782035e-13,5.048047509444307e-16,1
0.5,0.8,2,2-3-4,2.8,3.8,5.2,3.2,0.63,1.241229341530925e-13,6.223910276048628e-13,1.7712034805198273e-12,3.5915690135037044e-16,1
0.5,2.0,1,0-1-2,0.7,1.0,1.4,1.0,0.0,1.241229341530925e-13,6.090683513093609e-13,3.0447710087630473e-13,1.4418630284135476e-16,1
0.5,2.0,1,0-1-2,0.7,1.0,1.4,3.2,0.63,1.241229341530925e-13,6.17284001691587e-13,9.772475434765361e-13,4.1553016482003533e-16,1
0.5,2.0,1,0-1-3,0.7,1.0,1.9,1.0,0.0,1.0436096431476471e-14,4.75175454539567e-14,2.53820300198554e-14,1.1534904227308381e-15,1
0.5,2.0,1,0-1-3,0.7,1.0,1.9,3.2,0.63,1.0436096431476471e-14,5.639932965095795e-14,8.475474855689523e-14,3.9821640795253385e-16,1
0.5,2.0,1,0-1-4,0.7,1.0,2.6,1.0,0.0,1.0436096431476471e-14,4.75175454539567e-14,2.53820300198554e-14,4.325589085240643e-15,1
0.5,2.0,1,0-1-4,0.7,1.0,2.6,3.2,0.63,1.0436096431476471e-14,5.639932965095795e-14,8.475474855689523e-14,2.423925961450206e-16,1
0.5,2.0,1,0-2-3,0.7,1.4,1.9,1.0,0.0,3.306244167333716e-13,1.7985612998927536e-12,8.612178334306388e-13,5.436672083359841e-16,1
0.5,2.0,1,0-2-3,0.7,1.4,1.9,3.2,0.63,3.306244167333716e-13,1.795008586213953e-12,2.756980210133653e-12,4.896228877051879e-16,1
0.5,2.0,1,0-2-4,0.7,1.4,2.6,1.0,0.0,1.0325074129013956e-13,5.662137425588298e-13,2.6977127062749915e-13,2.0387520312599405e-15,1
0.5,2.0,1,0-2-4,0.7,1.4,2.6,3.2,0.63,1.0325074129013956e-13,5.631051180898794e-13,8.640155887789447e-13,5.54905939399213e-16,1
0.5,2.0,1,0-3-4,0.7,1.9,2.6,1.0,0.0,3.306244167333716e-13,1.9459989175629744e-12,9.080147819037027e-13,8.694641744304896e-16,1
0.5,2.0,1,0-3-4,0.7,1.9,2.6,3.2,0.63,3.306244167333716e-13,1.942002114674324e-12,2.9055252569469775e-12,9.396400297391706e-17,1
0.5,2.0,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.241229341530925e-13,7.23199278240827e-13,3.3802875601441363e-13,6.427220454688188e-16,1
0.5,2.0,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.241229341530925e-13,7.216449660063518e-13,1.0770998140863472e-12,1.111355484775755e-15,1
0.5,2.0,1,1-2-4,1.0,1.4,2.6,1.0,0.0,1.0436096431476471e-14,5.3734794391857577e-14,2.7075162116156947e-14,3.5992434546253856e-15,1
0.5,2.0,1,1-2-4,1.0,1.4,2.6,3.2,0.63,1.0436096431476471e-14,5.1958437552457326e-14,8.177152467625635e-14,1.4509363273461245e-15,1
0.5,2.0,1,1-3-4,1.0,1.9,2.6,1.0,0.0,3.306244167333716e-13,2.098321516541546e-12,9.50948189741063e-13,1.2447718527541384e-15,1
0.5,2.0,1,1-3-4,1.0,1.9,2.6,3.2,0.63,3.306244167333716e-13,2.0952128920725954e-12,3.043677456705962e-12,1.644181483839567e-16,1
0.5,2.0,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.241229341530925e-13,8.395506512215434e-13,3.7194388895801064e-13,1.8098916975278488e-15,1
0.5,2.0,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.241229341530925e-13,8.464340339742193e-13,1.1933443911888646e-12,9.27275128617011e-16,1
0.5,2.0,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.241229341530925e-13,8.530953721219703e-13,3.8055462738380444e-13,2.3551630985961294e-15,1
0.5,2.0,2,0-1-2,1.4,2.0,2.8,3.2,0.63,1.241229341530925e-13,8.588685318500211e-13,1.2274105181546596e-12,2.287115023253775e-15,1
0.5,2.0,2,0-1-3,1.4,2.0,3.8,1.0,0.0,1.0436096431476471e-14,7.571721027943568e-14,3.3481278324197033e-14,3.588819959765531e-15,1
0.5,2.0,2,0-1-3,1.4,2.0,3.8,3.2,0.63,1.0436096431476471e-14,8.104628079763643e-14,1.164837193499932e-13,8.175219657587962e-15,1
0.5,2.0,2,0-1-4,1.4,2.0,5.2,1.0,0.0,1.0436096431476471e-14,7.571721027943568e-14,3.3481278324197033e-14,4.486024949706913e-16,1
0.5,2.0,2,0-1-4,1.4,2.0,5.2,3.2,0.63,1.0436096431476471e-14,8.104628079763643e-14,1.164837193499932e-13,8.175219657587962e-15,1
0.5,2.0,2,0-2-3,1.4,2.8,3.8,1.0,0.0,3.306244167333716e-13,2.4353852268177434e-12,1.0644455183725106e-12,0.0,1
0.5,2.0,2,0-2-3,1.4,2.8,3.8,3.2,0.63,3.306244167333716e-13,2.438493851286694e-12,3.405610190304683e-12,2.1559423733955343e-15,1
0.5,2.0,2,0-2-4,1.4,2.8,5.2,1.0,0.0,1.241229341530925e-13,9.21707155043805e-13,4.011551511542598e-13,2.220087695151091e-15,1
0.5,2.0,2,0-2-4,1.4,2.8,5.2,3.2,0.63,1.241229341530925e-13,9.192646643896296e-13,1.28459373000544e-12,1.467875658482066e-15,1
0.5,2.0,2,0-3-4,1.4,3.8,5.2,1.0,0.0,3.306244167333716e-13,2.602806858931217e-12,1.1173772837952177e-12,1.4201972717360775e-15,1
0.5,2.0,2,0-3-4,1.4,3.8,5.2,3.2,0.63,3.306244167333716e-13,2.602362769721367e-12,3.5751319025526905e-12,1.0563804016500435e-15,1
0.5,2.0,2,1-2-3,2.0,2.8,3.8,1.0,0.0,1.241229341530925e-13,9.912071163853398e-13,4.200149931324185e-13,1.0998249425811938e-15,1
0.5,2.0,2,1-2-3,2.0,2.8,3.8,3.2,0.63,1.241229341530925e-13,9.776623954849128e-13,1.334839236720183e-12,3.080191255725945e-15,1
0.5,2.0,2,1-2-4,2.0,2.8,5.2,1.0,0.0,1.0436096431476471e-14,8.992806499463768e-14,3.619071631857271e-14,6.398981484108764e-15,1
0.5,2.0,2,1-2-4,2.0,2.8,5.2,3.2,0.63,1.0436096431476471e-14,7.749356711883593e-14,1.0729143842561537e-13,5.205957051931175e-16,1
0.5,2.0,2,1-3-4,2.0,3.8,5.2,1.0,0.0,3.306244167333716e-13,2.7760016507727414e-12,1.1645170109013944e-12,2.2268721438248614e-15,1
0.5,2.0,2,1-3-4,2.0,3.8,5.2,3.2,0.63,3.306244167333716e-13,2.7777780076121417e-12,3.7289323234564306e-12,2.142525887741797e-15,1
0.5,2.0,2,2-3-4,2.8,3.8,5.2,1.0,0.0,1.241229341530925e-13,1.1006751066133802e-12,4.523152054359173e-13,3.754040964769852e-15,1
0.5,2.0,2,2-3-4,2.8,3.8,5.2,3.2,0.63,1.241229341530925e-13,1.1095568908103814e-12,1.448598802593467e-12,5.863946016728883e-15,1
0.5,2.0,1,0-1-2,0.7,1.0,1.4,1.0,0.0,1.241229341530925e-13,6.072919944699606e-13,3.7233624574848003e-13,1.0213196451262645e-15,1
0.5,2.0,1,0-1-2,0.7,1.0,1.4,3.2,0.63,1.241229341530925e-13,6.139533326177116e-13,1.2004773953700519e-12,2.325165388872529e-15,1
0.5,2.0,1,0-1-3,0.7,1.0,1.9,1.0,0.0,1.0436096431476471e-14,4.6629367034256575e-14,2.9738438165293325e-14,3.0639589353787935e-16,1
0.5,2.0,1,0-1-3,0.7,1.0,1.9,3.2,0.63,1.0436096431476471e-14,5.284661597215745e-14,1.0407237975891823e-13,1.6035623371534684e-16,1
0.5,2.0,1,0-1-4,0.7,1.0,2.6,1.0,0.0,1.0436096431476471e-14,4.6629367034256575e-14,2.9738438165293325e-14,1.4298475031767703e-15,1
0.5,2.0,1,0-1-4,0.7,1.0,2.6,3.2,0.63,1.0436096431476471e-14,5.284661597215745e-14,1.0407237975891823e-13,3.5278371417376305e-15,1
0.5,2.0,1,0-2-3,0.7,1.4,1.9,1.0,0.0,3.306244167333716e-13,1.7990053891026037e-12,1.0588695392897008e-12,6.257836095950655e-16,1
0.5,2.0,1,0-2-3,0.7,1.4,1.9,3.2,0.63,3.306244167333716e-13,1.7976731214730535e-12,3.383337880459085e-12,1.7383324184770332e-15,1
0.5,2.0,1,0-2-4,0.7,1.4,2.6,1.0,0.0,1.0325074129013956e-13,5.662137425588298e-13,3.319572784616676e-13,1.8292136280471146e-15,1
0.5,2.0,1,0-2-4,0.7,1.4,2.6,3.2,0.63,1.0325074129013956e-13,5.648814749292796e-13,1.0574032896037806e-12,4.0813021999026e-15,1
0.5,2.0,1,0-3-4,0.7,1.9,2.6,1.0,0.0,3.306244167333716e-13,1.943334382303874e-12,1.1152821085615953e-12,5.542834111994371e-16,1
0.5,2.0,1,0-3-4,0.7,1.9,2.6,3.2,0.63,3.306244167333716e-13,1.942002114674324e-12,3.5660765676173077e-12,9.66971186684092e-16,1
0.5,2.0,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.241229341530925e-13,7.238654120556021e-13,4.1549393252740115e-13,1.5478889261707388e-15,1
0.5,2.0,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.241229341530925e-13,7.203126983768016e-13,1.3304799517970022e-12,4.2888048797785065e-15,1
0.5,2.0,1,1-2-4,1.0,1.4,2.6,1.0,0.0,1.0436096431476471e-14,5.46229728115577e-14,3.352579422653866e-14,4.370509909187968e-15,1
